emoji,CLRDname,Index,count,first,last,posnetneg,total,unicodeorgmediumclass,unicodeorgbigclass,unicodeyear,userunknown,UnicodeAbstraction
\U0001f6ac,:cigarette:,2145,11,2016-06-15,2016-07-13,,11,other-object,Objects,2010,False,"u'\U0001F6AC',"
\u21aa,:left_arrow_curving_right:,2189,4,2016-07-19,2016-07-19,,4,arrow,Symbols,1995,False,"u'\U000021AA',"
\U0001f4ab,:dizzy:,1469,4,2015-11-14,2015-11-14,,4,emotion,Smileys & People,2010,False,"u'\U0001F4AB',"
\U0001f41f,:fish:,1580,4,2018-12-31,2010-01-01,,6,animal-marine,Animals & Nature,2010,False,"u'\U0001F41F',"
\U0001f375,:teacup_without_handle:,1706,7,2016-01-14,2017-05-29,,7,drink,Food & Drink,2010,False,"u'\U0001F375',"
\U0001f690,:minibus:,1802,1,2018-12-31,2010-01-01,,1,transport-ground,Travel & Places,2010,False,"u'\U0001F690',"
\U0001f437,:pig_face:,1531,6,2016-01-28,2017-04-14,,6,animal-mammal,Animals & Nature,2010,False,"u'\U0001F437',"
\U0001f697,:automobile:,1809,7,2016-06-25,2017-02-06,,12,transport-ground,Travel & Places,2010,False,"u'\U0001F697',"
\U0001f4a3,:bomb:,1465,7,2016-07-10,2016-07-10,,7,emotion,Smileys & People,2010,False,"u'\U0001F4A3',"
\U0001f344,:mushroom:,1645,5,2016-09-15,2017-05-20,,5,food-vegetable,Food & Drink,2010,False,"u'\U0001F344',"
\U0001f4a5,:collision:,1466,42,2016-06-12,2017-06-03,,53,emotion,Smileys & People,2010,False,"u'\U0001F4A5',"
\U0001f576,:sunglasses:,1476,2,2018-12-31,2010-01-01,,2,clothing,Smileys & People,2014,False,"u'\U0001F576',"
\U0001f427,:penguin:,1563,15,2015-12-29,2016-09-03,,18,animal-bird,Animals & Nature,2010,False,"u'\U0001F427',"
\U0001f3d7,:building_construction:,1740,1,2016-07-05,2016-07-05,,1,place-building,Travel & Places,2014,False,"u'\U0001F3D7',"
\U0001f6a4,:speedboat:,1830,1,2018-12-31,2010-01-01,,1,transport-water,Travel & Places,2010,False,"u'\U0001F6A4',"
\U0001f6b0,:potable_water:,2154,1,2018-12-31,2010-01-01,,1,transport-sign,Symbols,2010,False,"u'\U0001F6B0',"
\U0001f48e,:gem_stone:,1507,5,2016-03-27,2017-05-17,,5,clothing,Smileys & People,2010,False,"u'\U0001F48E',"
\U0001f3cd,:motorcycle:,1119,1,2018-12-31,2010-01-01,,1,person-sport,Smileys & People,2014,False,"u'\U0001F3CD',"
\U0001f38e,:Japanese_dolls:,1940,2,2016-07-24,2016-07-24,,2,event,Activities,2010,False,"u'\U0001F38E',"
\U0001f4a8,:dashing_away:,1468,5,2016-01-05,2016-07-15,,5,emotion,Smileys & People,2010,False,"u'\U0001F4A8',"
\U0001f683,:railway_car:,1788,7,2016-06-24,2016-07-18,,22,transport-ground,Travel & Places,2010,False,"u'\U0001F683',"
\U0001f3b5,:musical_note:,2000,7,2016-09-04,2017-05-15,,15,music,Objects,2010,False,"u'\U0001F3B5',"
\u26f8,:ice_skate:,1974,1,2018-12-31,2010-01-01,,1,sport,Activities,2009,False,"u'\U000026F8',"
\U0001f62d,:loudly_crying_face:,56,45,2015-08-05,2017-12-04,,81,face-negative,Smileys & People,2010,False,"u'\U0001F62D',"
\U0001f3ab,:ticket:,1948,1,2018-12-31,2010-01-01,,1,event,Activities,2010,False,"u'\U0001F3AB',"
\U0001f63a,:smiling_cat_face_with_open_mouth:,96,5,2017-03-10,2017-03-10,,5,cat-face,Smileys & People,2010,False,"u'\U0001F63A',"
\U0001f343,:leaf_fluttering_in_wind:,1620,2,2017-04-04,2017-04-04,,5,plant-other,Animals & Nature,2010,False,"u'\U0001F343',"
\U0001f35d,:spaghetti:,1680,2,2018-12-31,2010-01-01,,2,food-asian,Food & Drink,2010,False,"u'\U0001F35D',"
\U0001f432,:dragon_face:,1573,3,2018-12-31,2010-01-01,,3,animal-reptile,Animals & Nature,2010,False,"u'\U0001F432',"
\U0001f3db,:classical_building:,1739,2,2018-12-31,2010-01-01,,2,place-building,Travel & Places,2014,False,"u'\U0001F3DB',"
\U0001f3c2,:snowboarder:,972,4,2016-06-24,2017-05-23,,4,person-sport,Smileys & People,2010,False,"u'\U0001F3C2 \U0001F3FE',"
\u2639,:frowning_face:,49,11,2016-03-30,2017-06-21,,12,face-negative,Smileys & People,1995,False,"u'\U00002639',"
\U0001f3ac,:clapper_board:,2035,3,2018-12-31,2010-01-01,,7,light & video,Objects,2010,False,"u'\U0001F3AC',"
\U0001f35e,:bread:,1648,2,2017-08-05,2017-08-05,,2,food-prepared,Food & Drink,2010,False,"u'\U0001F35E',"
\u2660,:spade_suit:,1983,6,2016-01-05,2017-06-15,,22,game,Activities,1995,False,"u'\U00002660',"
\U0001f333,:deciduous_tree:,1611,1,2018-12-31,2010-01-01,,1,plant-other,Animals & Nature,2010,False,"u'\U0001F333',"
\U0001f485,:nail_polish:,1423,5,2018-12-31,2010-01-01,,5,body,Smileys & People,2010,False,"u'\U0001F485 \U0001F3FE',"
\u25aa,:black_small_square:,2335,6,2016-09-22,2017-04-28,,18,geometric,Symbols,1995,False,"u'\U000025AA',"
\U0001f6b6,:person_walking:,851,8,2017-04-16,2017-04-16,,13,person-activity,Smileys & People,2010,False,"u'\U0001F6B6 \U0001F3FF \U0000200D \U00002640 \U0000FE0F',"
\U0001f561,:six-thirty:,1874,1,2018-12-31,2010-01-01,,1,time,Travel & Places,2010,False,"u'\U0001F561',"
\U0001f5fe,:map_of_Japan:,1728,4,2016-07-05,2016-07-05,,4,place-map,Travel & Places,2010,False,"u'\U0001F5FE',"
\U0001f30d,:globe_showing_Europe-Africa:,1723,14,2015-07-10,2017-06-09,,14,place-map,Travel & Places,2010,False,"u'\U0001F30D',"
\u2195,:up-down_arrow:,2186,6,2016-08-22,2017-05-13,,6,arrow,Symbols,1995,False,"u'\U00002195',"
\U0001f6a5,:horizontal_traffic_light:,1823,2,2018-12-31,2010-01-01,,2,transport-ground,Travel & Places,2010,False,"u'\U0001F6A5',"
\u25fc,:black_medium_square:,2338,5,2015-10-03,2015-10-03,,9,geometric,Symbols,2002,False,"u'\U000025FC',"
\u270f,:pencil:,2090,2,2018-12-31,2010-01-01,,5,writing,Objects,1995,False,"u'\U0000270F',"
\U0001f632,:astonished_face:,48,13,2016-04-29,2017-08-27,,13,face-neutral,Smileys & People,2010,False,"u'\U0001F632',"
\U0001f687,:metro:,1792,2,2018-12-31,2010-01-01,,2,transport-ground,Travel & Places,2010,False,"u'\U0001F687',"
\U0001f69a,:delivery_truck:,1812,2,2018-12-31,2010-01-01,,2,transport-ground,Travel & Places,2010,False,"u'\U0001F69A',"
\U0001f600,:grinning_face:,1,271,2015-06-21,2017-11-28,,332,face-positive,Smileys & People,2012,False,"u'\U0001F600',"
\U0001f335,:cactus:,1613,1,2018-12-31,2010-01-01,,1,plant-other,Animals & Nature,2010,False,"u'\U0001F335',"
\u23e9,:fast-forward_button:,2228,4,2018-12-31,2010-01-01,,4,av-symbol,Symbols,2010,False,"u'\U000023E9',"
\U0001f251,:Japanese_acceptable_button:,2327,2,2018-12-31,2010-01-01,,2,alphanum,Symbols,2010,False,"u'\U0001F251',"
\u269b,:atom_symbol:,2200,4,2016-07-14,2016-09-05,,4,religion,Symbols,2005,False,"u'\U0000269B',"
\U0001f41c,:ant:,1592,1,2018-12-31,2010-01-01,,1,animal-bug,Animals & Nature,2010,False,"u'\U0001F41C',"
\U0001f69f,:suspension_railway:,1841,1,2018-12-31,2010-01-01,,1,transport-air,Travel & Places,2010,False,"u'\U0001F69F',"
\U0001f952,:cucumber:,1643,1,2018-12-31,2010-01-01,,1,food-vegetable,Food & Drink,2016,False,"u'\U0001F952',"
\U0001f3ec,:department_store:,1755,2,2016-06-24,2016-06-24,,2,place-building,Travel & Places,2010,False,"u'\U0001F3EC',"
\U0001f33f,:herb:,1615,5,2016-07-15,2017-01-15,,5,plant-other,Animals & Nature,2010,False,"u'\U0001F33F',"
\U0001f46e,:police_officer:,377,5,2016-07-12,2016-10-18,,5,person-role,Smileys & People,2010,False,"u'\U0001F46E \U0001F3FF \U0000200D \U00002640 \U0000FE0F',"
\U0001f68b,:tram_car:,1798,1,2018-12-31,2010-01-01,,1,transport-ground,Travel & Places,2010,False,"u'\U0001F68B',"
\U0001f440,:eyes:,1438,30,2015-08-30,2017-11-25,,48,body,Smileys & People,2010,False,"u'\U0001F440',"
\u23f0,:alarm_clock:,1857,1,2018-12-31,2010-01-01,,1,time,Travel & Places,2010,False,"u'\U000023F0',"
\U0001f4a2,:anger_symbol:,1464,7,2018-12-31,2010-01-01,,7,emotion,Smileys & People,2010,False,"u'\U0001F4A2',"
\u26f5,:sailboat:,1828,3,2016-07-12,2016-07-12,,7,transport-water,Travel & Places,2009,False,"u'\U000026F5',"
\u25fd,:white_medium-small_square:,2339,4,2018-12-31,2010-01-01,,4,geometric,Symbols,2002,False,"u'\U000025FD',"
\U0001f917,:hugging_face:,20,23,2016-01-30,2017-11-06,,27,face-positive,Smileys & People,2015,False,"u'\U0001F917',"
\U0001f48f,:kiss:,1198,8,2016-05-13,2016-05-16,,8,family,Smileys & People,2010,False,"u'\U0001F48F',"
\U0001f4f9,:video_camera:,2039,1,2018-12-31,2010-01-01,,1,light & video,Objects,2010,False,"u'\U0001F4F9',"
\U0001f529,:nut_and_bolt:,2136,1,2018-12-31,2010-01-01,,1,tool,Objects,2010,False,"u'\U0001F529',"
\U0001f490,:bouquet:,1599,3,2016-12-08,2017-05-14,,4,plant-flower,Animals & Nature,2010,False,"u'\U0001F490',"
\U0001f68e,:trolleybus:,1801,1,2018-12-31,2010-01-01,,1,transport-ground,Travel & Places,2010,False,"u'\U0001F68E',"
\U0001f42e,:cow_face:,1527,5,2016-07-11,2016-07-11,,6,animal-mammal,Animals & Nature,2010,False,"u'\U0001F42E',"
\U0001f324,:sun_behind_small_cloud:,1907,2,2016-01-28,2016-01-29,,2,sky & weather,Travel & Places,2014,False,"u'\U0001F324',"
\U0001f3a4,:microphone:,304,4,2018-12-31,2010-01-01,,4,person-role,Smileys & People,2010,False,"u'\U0001F468 \U0001F3FE \U0000200D \U0001F3A4',"
\U0001f63c,:cat_face_with_wry_smile:,100,6,2016-03-24,2017-03-10,,6,cat-face,Smileys & People,2010,False,"u'\U0001F63C',"
\u26c5,:sun_behind_cloud:,1905,1,2018-12-31,2010-01-01,,1,sky & weather,Travel & Places,2009,False,"u'\U000026C5',"
\U0001f378,:cocktail_glass:,1710,3,2017-01-09,2017-01-09,,4,drink,Food & Drink,2010,False,"u'\U0001F378',"
\U0001f36a,:cookie:,1694,27,2016-06-26,2017-08-18,,73,food-sweet,Food & Drink,2010,False,"u'\U0001F36A',"
\U0001f551,:two_o’clock:,1865,3,2018-12-31,2010-01-01,,3,time,Travel & Places,2010,False,"u'\U0001F551',"
\U0001f566,:eleven-thirty:,1884,2,2018-12-31,2010-01-01,,2,time,Travel & Places,2010,False,"u'\U0001F566',"
\U0001f305,:sunrise:,1772,2,2018-12-31,2010-01-01,,2,place-other,Travel & Places,2010,False,"u'\U0001F305',"
\U0001f5fd,:Statue_of_Liberty:,1761,1,2018-12-31,2010-01-01,,1,place-building,Travel & Places,2010,False,"u'\U0001F5FD',"
\U0001f91a,:raised_back_of_hand:,1367,1,2018-12-31,2010-01-01,,1,body,Smileys & People,2016,False,"u'\U0001F91A \U0001F3FD',"
\U0001f695,:taxi:,1807,2,2018-12-31,2010-01-01,,2,transport-ground,Travel & Places,2010,False,"u'\U0001F695',"
\U0001f488,:barber_pole:,1781,1,2018-12-31,2010-01-01,,1,place-other,Travel & Places,2010,False,"u'\U0001F488',"
\U0001f61b,:face_with_stuck-out_tongue:,38,27,2015-07-07,2017-09-01,,57,face-neutral,Smileys & People,2012,False,"u'\U0001F61B',"
\U0001f43e,:paw_prints:,1555,1,2018-12-31,2010-01-01,,2,animal-mammal,Animals & Nature,2010,False,"u'\U0001F43E',"
\U0001f686,:train:,1791,2,2018-12-31,2010-01-01,,2,transport-ground,Travel & Places,2010,False,"u'\U0001F686',"
\U0001f235,:Japanese_no_vacancy_button:,2334,3,2018-12-31,2010-01-01,,3,alphanum,Symbols,2010,False,"u'\U0001F235',"
\U0001f3a8,:artist_palette:,323,2,2016-12-05,2016-12-05,,3,person-role,Smileys & People,2010,False,"u'\U0001F469 \U0001F3FF \U0000200D \U0001F3A8',"
\u270a,:raised_fist:,1345,10,2016-01-24,2017-05-24,,35,body,Smileys & People,2010,False,"u'\U0000270A \U0001F3FF',"
\U0001f3e1,:house_with_garden:,1745,2,2016-06-24,2016-06-24,,2,place-building,Travel & Places,2010,False,"u'\U0001F3E1',"
\U0001f481,:person_tipping_hand:,715,8,2016-05-27,2016-07-08,,8,person-gesture,Smileys & People,2010,False,"u'\U0001F481 \U0001F3FB \U0000200D \U00002642 \U0000FE0F',"
\U0001f4a6,:sweat_droplets:,1467,9,2016-06-26,2017-05-10,,10,emotion,Smileys & People,2010,False,"u'\U0001F4A6',"
\U0001f4c8,:chart_increasing:,2106,2,2018-12-31,2010-01-01,,7,office,Objects,2010,False,"u'\U0001F4C8',"
\U0001f53a,:red_triangle_pointed_up:,2347,3,2016-07-15,2016-07-15,,8,geometric,Symbols,2010,False,"u'\U0001F53A',"
\U0001f4de,:telephone_receiver:,2017,3,2016-07-04,2016-07-04,,6,phone,Objects,2010,False,"u'\U0001F4DE',"
\U0001f377,:wine_glass:,1709,3,2016-03-19,2016-03-19,,3,drink,Food & Drink,2010,False,"u'\U0001F377',"
\U0001f3e8,:hotel:,1751,2,2016-06-25,2016-06-25,,6,place-building,Travel & Places,2010,False,"u'\U0001F3E8',"
\U0001f692,:fire_engine:,348,3,2015-03-04,2017-05-13,,4,person-role,Smileys & People,2010,False,"u'\U0001F468 \U0000200D \U0001F692',"
\U0001f691,:ambulance:,1803,3,2018-12-31,2010-01-01,,5,transport-ground,Travel & Places,2010,False,"u'\U0001F691',"
\u2b1c,:white_large_square:,2342,2,2018-12-31,2010-01-01,,2,geometric,Symbols,2008,False,"u'\U00002B1C',"
\U0001f519,:BACK_arrow:,2194,2,2018-12-31,2010-01-01,,2,arrow,Symbols,2010,False,"u'\U0001F519',"
\u3297,:Japanese_congratulations_button:,2331,2,2018-12-31,2010-01-01,,2,alphanum,Symbols,1995,False,"u'\U00003297',"
\U0001f429,:poodle:,1513,6,2016-07-07,2017-06-09,,12,animal-mammal,Animals & Nature,2010,False,"u'\U0001F429',"
\U0001f311,:new_moon:,1885,3,2017-02-27,2017-02-27,,3,sky & weather,Travel & Places,2010,False,"u'\U0001F311',"
\U0001f232,:Japanese_prohibited_button:,2326,2,2018-12-31,2010-01-01,,2,alphanum,Symbols,2010,False,"u'\U0001F232',"
\U0001f5a8,:printer:,2024,1,2016-03-30,2016-03-30,,1,computer,Objects,2014,False,"u'\U0001F5A8',"
\U0001f578,:spider_web:,1597,2,2016-06-29,2016-06-29,,4,animal-bug,Animals & Nature,2014,False,"u'\U0001F578',"
\U0001f3b9,:musical_keyboard:,2010,2,2018-12-31,2010-01-01,,2,musical-instrument,Objects,2010,False,"u'\U0001F3B9',"
\U0001f46f,:people_with_bunny_ears_partying:,882,4,2016-06-17,2016-06-17,,4,person-activity,Smileys & People,2010,False,"u'\U0001F46F',"
\U0001f47e,:alien_monster:,93,6,2015-03-17,2016-12-21,,6,face-fantasy,Smileys & People,2010,False,"u'\U0001F47E',"
\U0001f417,:boar:,1533,1,2018-12-31,2010-01-01,,1,animal-mammal,Animals & Nature,2010,False,"u'\U0001F417',"
\U0001f3d2,:ice_hockey:,1966,1,2018-12-31,2010-01-01,,1,sport,Activities,2015,False,"u'\U0001F3D2',"
\U0001f606,:smiling_face_with_open_mouth_&_closed_eyes:,8,42,2015-12-12,2017-11-13,,49,face-positive,Smileys & People,2010,False,"u'\U0001F606',"
\U0001f62e,:face_with_open_mouth:,31,15,2016-01-01,2017-09-14,,16,face-neutral,Smileys & People,2012,False,"u'\U0001F62E',"
\U0001f4c1,:file_folder:,2098,1,2018-12-31,2010-01-01,,1,office,Objects,2010,False,"u'\U0001F4C1',"
\U0001f37f,:popcorn:,1672,7,2016-06-27,2017-07-05,,15,food-prepared,Food & Drink,2015,False,"u'\U0001F37F',"
\U0001f396,:military_medal:,1949,1,2016-07-15,2016-07-15,,1,award-medal,Activities,2014,False,"u'\U0001F396',"
\U0001f50f,:locked_with_pen:,2122,3,2016-06-21,2016-06-21,,3,lock,Objects,2010,False,"u'\U0001F50F',"
\U0001f3aa,:circus_tent:,1782,2,2018-12-31,2010-01-01,,4,place-other,Travel & Places,2010,False,"u'\U0001F3AA',"
\U0001f605,:smiling_face_with_open_mouth_&_cold_sweat:,7,102,2015-01-08,2017-12-04,,115,face-positive,Smileys & People,2010,False,"u'\U0001F605',"
\U0001f556,:seven_o’clock:,1875,3,2018-12-31,2010-01-01,,3,time,Travel & Places,2010,False,"u'\U0001F556',"
\U0001f4b9,:chart_increasing_with_yen:,2074,2,2016-07-14,2016-07-14,,2,money,Objects,2010,False,"u'\U0001F4B9',"
\U0001f4dd,:memo:,2096,2,2017-08-23,2017-08-23,,3,writing,Objects,2010,False,"u'\U0001F4DD',"
\U0001f58d,:crayon:,2095,1,2016-04-28,2016-04-28,,1,writing,Objects,2014,False,"u'\U0001F58D',"
\U0001f4b7,:pound_banknote:,2071,2,2018-12-31,2010-01-01,,2,money,Objects,2010,False,"u'\U0001F4B7',"
\U0001f4ed,:open_mailbox_with_lowered_flag:,2087,1,2018-12-31,2010-01-01,,1,mail,Objects,2010,False,"u'\U0001F4ED',"
\U0001f646,:person_gesturing_OK:,695,8,2016-08-16,2017-02-02,,9,person-gesture,Smileys & People,2010,False,"u'\U0001F646 \U0001F3FF',"
\U0001f48d,:ring:,1506,3,2018-12-31,2010-01-01,,3,clothing,Smileys & People,2010,False,"u'\U0001F48D',"
\U0001f46b,:man_and_woman_holding_hands:,1195,4,2018-12-31,2010-01-01,,4,family,Smileys & People,2010,False,"u'\U0001F46B',"
\U0001f549,:om:,2201,1,2016-06-24,2016-06-24,,1,religion,Symbols,2014,False,"u'\U0001F549',"
\u261d,:index_pointing_up:,1259,16,2016-09-05,2017-09-26,,18,body,Smileys & People,1995,False,"u'\U0000261D \U0001F3FD',"
\u2604,:comet:,1926,6,2016-06-29,2016-08-21,,20,sky & weather,Travel & Places,1995,False,"u'\U00002604',"
\U0001f69b,:articulated_lorry:,1813,1,2018-12-31,2010-01-01,,1,transport-ground,Travel & Places,2010,False,"u'\U0001F69B',"
\U0001f640,:weary_cat_face:,102,7,2016-03-24,2017-03-10,,9,cat-face,Smileys & People,2010,False,"u'\U0001F640',"
\U0001f379,:tropical_drink:,1711,4,2016-02-28,2017-05-17,,4,drink,Food & Drink,2010,False,"u'\U0001F379',"
\U0001f4cd,:round_pushpin:,2111,1,2018-12-31,2010-01-01,,1,office,Objects,2010,False,"u'\U0001F4CD',"
\U0001f6b2,:bicycle:,1815,3,2018-12-31,2010-01-01,,4,transport-ground,Travel & Places,2010,False,"u'\U0001F6B2',"
\u2b1b,:black_large_square:,2341,6,2016-06-21,2016-07-15,,9,geometric,Symbols,2008,False,"u'\U00002B1B',"
\U0001f628,:fearful_face:,59,11,2016-01-06,2016-06-20,,12,face-negative,Smileys & People,2010,False,"u'\U0001F628',"
\U0001f4f5,:no_mobile_phones:,2174,1,2018-12-31,2010-01-01,,1,warning,Symbols,2010,False,"u'\U0001F4F5',"
\U0001f3b0,:slot_machine:,1786,1,2018-12-31,2010-01-01,,1,place-other,Travel & Places,2010,False,"u'\U0001F3B0',"
\U0001f372,:pot_of_food:,1669,2,2017-05-23,2017-05-23,,2,food-prepared,Food & Drink,2010,False,"u'\U0001F372',"
\U0001f195,:NEW_button:,2310,2,2018-12-31,2010-01-01,,3,alphanum,Symbols,2010,False,"u'\U0001F195',"
\U0001f559,:ten_o’clock:,1881,4,2018-12-31,2010-01-01,,4,time,Travel & Places,2010,False,"u'\U0001F559',"
\u3030,:wavy_dash:,2278,4,2016-04-19,2016-07-04,,21,other-symbol,Symbols,1995,False,"u'\U00003030',"
\U0001f36d,:lollipop:,1700,2,2017-07-22,2017-07-22,,2,food-sweet,Food & Drink,2010,False,"u'\U0001F36D',"
\U0001f351,:peach:,1631,2,2016-07-02,2016-07-02,,2,food-fruit,Food & Drink,2010,False,"u'\U0001F351',"
\U0001f532,:black_square_button:,2351,5,2018-12-31,2010-01-01,,11,geometric,Symbols,2010,False,"u'\U0001F532',"
\U0001f4e4,:outbox_tray:,2081,1,2018-12-31,2010-01-01,,1,mail,Objects,2010,False,"u'\U0001F4E4',"
\U0001f55e,:three-thirty:,1868,1,2018-12-31,2010-01-01,,1,time,Travel & Places,2010,False,"u'\U0001F55E',"
\U0001f34b,:lemon:,1625,2,2017-08-31,2017-08-31,,2,food-fruit,Food & Drink,2010,False,"u'\U0001F34B',"
\U0001f3b4,:flower_playing_cards:,1989,1,2018-12-31,2010-01-01,,1,game,Activities,2010,False,"u'\U0001F3B4',"
\U0001f45a,:woman’s_clothes:,1487,3,2018-12-31,2010-01-01,,3,clothing,Smileys & People,2010,False,"u'\U0001F45A',"
\U0001f51e,:no_one_under_eighteen:,2175,9,2016-05-13,2016-06-24,,9,warning,Symbols,2010,False,"u'\U0001F51E',"
\U0001f49f,:heart_decoration:,1460,6,2016-06-21,2016-06-21,,6,emotion,Smileys & People,2010,False,"u'\U0001F49F',"
\u264e,:Libra:,2217,1,2018-12-31,2010-01-01,,1,zodiac,Symbols,1995,False,"u'\U0000264E',"
\U0001f604,:smiling_face_with_open_mouth_&_smiling_eyes:,6,155,2015-01-14,2017-11-30,,183,face-positive,Smileys & People,2010,False,"u'\U0001F604',"
\U0001f412,:monkey:,1509,4,2016-07-12,2016-07-12,,4,animal-mammal,Animals & Nature,2010,False,"u'\U0001F412',"
\U0001f54e,:menorah:,2209,1,2016-06-16,2016-06-16,,1,religion,Symbols,2015,False,"u'\U0001F54E',"
\U0001f30c,:milky_way:,1777,2,2018-12-31,2010-01-01,,2,place-other,Travel & Places,2010,False,"u'\U0001F30C',"
\U0001f4bd,:computer_disk:,2028,1,2018-12-31,2010-01-01,,1,computer,Objects,2010,False,"u'\U0001F4BD',"
\U0001f6e1,:shield:,2134,2,2016-07-15,2016-07-15,,2,tool,Objects,2014,False,"u'\U0001F6E1',"
\U0001f499,:blue_heart:,1452,8,2016-05-25,2017-01-12,,14,emotion,Smileys & People,2010,False,"u'\U0001F499',"
\U0001f3a0,:carousel_horse:,1778,2,2016-07-04,2016-07-04,,2,place-other,Travel & Places,2010,False,"u'\U0001F3A0',"
\U0001f477,:construction_worker:,426,3,2018-12-31,2010-01-01,,3,person-role,Smileys & People,2010,False,"u'\U0001F477 \U0000200D \U00002640 \U0000FE0F',"
\U0001f49d,:heart_with_ribbon:,1458,7,2017-04-02,2017-04-02,,9,emotion,Smileys & People,2010,False,"u'\U0001F49D',"
\u2194,:left-right_arrow:,2187,29,2015-12-31,2017-08-31,,74,arrow,Symbols,1995,False,"u'\U00002194',"
\U0001f438,:frog_face:,1568,3,2016-06-22,2016-06-22,,3,animal-amphibian,Animals & Nature,2010,False,"u'\U0001F438',"
\U0001f575,:detective:,383,2,2018-12-31,2010-01-01,,2,person-role,Smileys & People,2014,False,"u'\U0001F575 \U0001F3FF',"
\U0001f939,:person_juggling:,1177,1,2018-12-31,2010-01-01,,1,person-sport,Smileys & People,2016,False,"u'\U0001F939',"
\U0001f4c9,:chart_decreasing:,2107,2,2016-06-27,2016-06-27,,7,office,Objects,2010,False,"u'\U0001F4C9',"
\u2640,:female_sign:,623,6,2017-05-28,2017-08-19,,9,person-fantasy,Smileys & People,2016,False,"u'\U0001F9DD \U0001F3FF \U0000200D \U00002640 \U0000FE0F',"
\U0001f52c,:microscope:,286,1,2018-12-31,2010-01-01,,1,person-role,Smileys & People,2010,False,"u'\U0001F469 \U0001F3FE \U0000200D \U0001F52C',"
\U0001f451,:crown:,1498,3,2018-12-31,2010-01-01,,3,clothing,Smileys & People,2010,False,"u'\U0001F451',"
\u26be,:baseball:,1956,2,2018-12-31,2010-01-01,,2,sport,Activities,2009,False,"u'\U000026BE',"
\U0001f40c,:snail:,1589,13,2016-07-29,2016-08-07,,15,animal-bug,Animals & Nature,2010,False,"u'\U0001F40C',"
\U0001f484,:lipstick:,1505,3,2018-12-31,2010-01-01,,3,clothing,Smileys & People,2010,False,"u'\U0001F484',"
\U0001f4f6,:antenna_bars:,2245,2,2016-06-16,2016-06-16,,2,av-symbol,Symbols,2010,False,"u'\U0001F4F6',"
\U0001f983,:turkey:,1556,1,2017-11-25,2017-11-25,,1,animal-bird,Animals & Nature,2015,False,"u'\U0001F983',"
\u23eb,:fast_up_button:,2235,2,2018-12-31,2010-01-01,,2,av-symbol,Symbols,2010,False,"u'\U000023EB',"
\U0001f912,:face_with_thermometer:,72,4,2016-11-26,2017-11-28,,4,face-sick,Smileys & People,2015,False,"u'\U0001F912',"
\U0001f60a,:smiling_face_with_smiling_eyes:,10,338,2015-03-16,2017-12-08,,389,face-positive,Smileys & People,2010,False,"u'\U0001F60A',"
\U0001f3c3,:person_running:,859,7,2017-08-11,2017-08-11,,13,person-activity,Smileys & People,2010,False,"u'\U0001F3C3 \U0001F3FB \U0000200D \U00002642 \U0000FE0F',"
\U0001f473,:person_wearing_turban:,450,8,2015-04-09,2016-10-21,,8,person-role,Smileys & People,2010,False,"u'\U0001F473 \U0000200D \U00002642 \U0000FE0F',"
\U0001f4d0,:triangular_ruler:,2115,2,2016-05-13,2016-05-13,,2,office,Objects,2010,False,"u'\U0001F4D0',"
\u2708,:airplane:,325,2,2018-12-31,2010-01-01,,2,person-role,Smileys & People,1995,False,"u'\U0001F468 \U0001F3FB \U0000200D \U00002708 \U0000FE0F',"
\U0001f39b,:control_knobs:,2004,2,2017-08-18,2017-08-18,,2,music,Objects,2014,False,"u'\U0001F39B',"
\U0001f957,:green_salad:,1671,1,2017-05-28,2017-05-28,,1,food-prepared,Food & Drink,2016,False,"u'\U0001F957',"
\U0001f4bb,:laptop_computer:,297,13,2016-06-27,2017-11-04,,15,person-role,Smileys & People,2010,False,"u'\U0001F469 \U0001F3FD \U0000200D \U0001F4BB',"
\U0001f316,:waning_gibbous_moon:,1890,3,2018-12-31,2010-01-01,,4,sky & weather,Travel & Places,2010,False,"u'\U0001F316',"
\U0001f409,:dragon:,1574,3,2016-07-08,2016-07-10,,3,animal-reptile,Animals & Nature,2010,False,"u'\U0001F409',"
\U0001f361,:dango:,1686,1,2018-12-31,2010-01-01,,1,food-asian,Food & Drink,2010,False,"u'\U0001F361',"
\U0001f68c,:bus:,1799,3,2018-12-31,2010-01-01,,3,transport-ground,Travel & Places,2010,False,"u'\U0001F68C',"
\U0001f603,:smiling_face_with_open_mouth:,5,141,2015-02-16,2017-09-29,,149,face-positive,Smileys & People,2010,False,"u'\U0001F603',"
\U0001f3d9,:cityscape:,1742,1,2018-12-31,2010-01-01,,1,place-building,Travel & Places,2014,False,"u'\U0001F3D9',"
\U0001f988,:shark:,1583,4,2017-02-16,2017-05-18,,4,animal-marine,Animals & Nature,2016,False,"u'\U0001F988',"
\U0001f69e,:mountain_railway:,1797,1,2018-12-31,2010-01-01,,1,transport-ground,Travel & Places,2010,False,"u'\U0001F69E',"
\U0001f53c,:up_button:,2234,1,2018-12-31,2010-01-01,,1,av-symbol,Symbols,2010,False,"u'\U0001F53C',"
\U0001f44c,:OK_hand:,1323,67,2015-08-11,2017-11-03,,115,body,Smileys & People,2010,False,"u'\U0001F44C \U0001F3FB',"
\U0001f380,:ribbon:,1944,2,2018-12-31,2010-01-01,,4,event,Activities,2010,False,"u'\U0001F380',"
