emoji,CLRDname,Index,count,first,last,posnetneg,total,unicodeorgmediumclass,unicodeorgbigclass,unicodeyear,userunknown,UnicodeAbstraction
\U0001f607,:smiling_face_with_halo:,77,35,2015-08-25,2017-07-14,,39,face-role,Smileys & People,2010,False,"u'\U0001F607',"
\U0001f539,:small_blue_diamond:,2346,5,2016-07-04,2016-07-04,,14,geometric,Symbols,2010,False,"u'\U0001F539',"
\U0001f0cf,:joker:,1987,1,2018-12-31,2010-01-01,,1,game,Activities,2010,False,"u'\U0001F0CF',"
\U0001f49b,:yellow_heart:,1454,6,2018-12-31,2010-01-01,,6,emotion,Smileys & People,2010,False,"u'\U0001F49B',"
\U0001f64b,:person_raising_hand:,735,26,2015-07-07,2017-05-24,,26,person-gesture,Smileys & People,2010,False,"u'\U0001F64B \U0001F3FD \U0000200D \U00002642 \U0000FE0F',"
\U0001f3b1,:pool_8_ball:,1962,3,2018-12-31,2010-01-01,,3,sport,Activities,2010,False,"u'\U0001F3B1',"
\U0001f95a,:egg:,1666,1,2018-12-31,2010-01-01,,1,food-prepared,Food & Drink,2016,False,"u'\U0001F95A',"
\U0001f460,:high-heeled_shoe:,1495,3,2018-12-31,2010-01-01,,3,clothing,Smileys & People,2010,False,"u'\U0001F460',"
\U0001f918,:sign_of_the_horns:,1303,19,2017-02-01,2017-07-17,,22,body,Smileys & People,2015,False,"u'\U0001F918 \U0001F3FF',"
\U0001f4c2,:open_file_folder:,2099,1,2018-12-31,2010-01-01,,1,office,Objects,2010,False,"u'\U0001F4C2',"
\U0001f493,:beating_heart:,1447,7,2017-04-12,2017-04-12,,7,emotion,Smileys & People,2010,False,"u'\U0001F493',"
\U0001f3c7,:horse_racing:,966,5,2016-06-24,2016-06-24,,5,person-sport,Smileys & People,2010,False,"u'\U0001F3C7 \U0001F3FF',"
\U0001f4d7,:green_book:,2053,2,2018-12-31,2010-01-01,,2,book-paper,Objects,2010,False,"u'\U0001F4D7',"
\u2668,:hot_springs:,1776,2,2018-12-31,2010-01-01,,3,place-other,Travel & Places,1995,False,"u'\U00002668',"
\U0001f50a,:speaker_high_volume:,1993,4,2016-06-24,2016-07-15,,6,sound,Objects,2010,False,"u'\U0001F50A',"
\u262a,:star_and_crescent:,2207,1,2018-12-31,2010-01-01,,1,religion,Symbols,1995,False,"u'\U0000262A',"
\U0001f483,:woman_dancing:,870,17,2015-10-15,2017-06-21,,21,person-activity,Smileys & People,2010,False,"u'\U0001F483',"
\U0001f41a,:spiral_shell:,1585,2,2018-12-31,2010-01-01,,3,animal-marine,Animals & Nature,2010,False,"u'\U0001F41A',"
\U0001f626,:frowning_face_with_open_mouth:,57,10,2015-12-28,2016-07-12,,10,face-negative,Smileys & People,2012,False,"u'\U0001F626',"
\U0001f4d8,:blue_book:,2054,2,2018-12-31,2010-01-01,,2,book-paper,Objects,2010,False,"u'\U0001F4D8',"
\U0001f3ca,:person_swimming:,1033,3,2017-05-26,2017-05-26,,3,person-sport,Smileys & People,2010,False,"u'\U0001F3CA \U0001F3FF',"
\U0001f61c,:face_with_stuck-out_tongue_&_winking_eye:,39,53,2015-03-17,2017-07-20,,53,face-neutral,Smileys & People,2010,False,"u'\U0001F61C',"
\u26fd,:fuel_pump:,1821,1,2018-12-31,2010-01-01,,1,transport-ground,Travel & Places,2009,False,"u'\U000026FD',"
\U0001f370,:shortcake:,1696,1,2018-12-31,2010-01-01,,1,food-sweet,Food & Drink,2010,False,"u'\U0001F370',"
\u231b,:hourglass:,1854,1,2018-12-31,2010-01-01,,1,time,Travel & Places,1995,False,"u'\U0000231B',"
\u2734,:eight-pointed_star:,2270,1,2018-12-31,2010-01-01,,1,other-symbol,Symbols,1995,False,"u'\U00002734',"
\U0001f47f,:angry_face_with_horns:,86,10,2016-04-22,2017-02-16,,31,face-fantasy,Smileys & People,2010,False,"u'\U0001F47F',"
\U0001f925,:lying_face:,80,1,2016-10-19,2016-10-19,,1,face-role,Smileys & People,2016,False,"u'\U0001F925',"
\U0001f465,:busts_in_silhouette:,959,2,2018-12-31,2010-01-01,,2,person-activity,Smileys & People,2010,False,"u'\U0001F465',"
\U0001f915,:face_with_head-bandage:,73,3,2016-08-31,2016-08-31,,3,face-sick,Smileys & People,2015,False,"u'\U0001F915',"
\U0001f69c,:tractor:,1814,2,2016-06-25,2016-06-25,,2,transport-ground,Travel & Places,2010,False,"u'\U0001F69C',"
\U0001f30e,:globe_showing_Americas:,1724,18,2016-04-06,2017-05-28,,18,place-map,Travel & Places,2010,False,"u'\U0001F30E',"
\U0001f17f,:P_button:,2314,2,2018-12-31,2010-01-01,,2,alphanum,Symbols,2009,False,"u'\U0001F17F',"
\u27b0,:curly_loop:,2266,2,2018-12-31,2010-01-01,,6,other-symbol,Symbols,2010,False,"u'\U000027B0',"
\U0001f6c4,:baggage_claim:,2163,1,2018-12-31,2010-01-01,,1,transport-sign,Symbols,2010,False,"u'\U0001F6C4',"
\U0001f368,:ice_cream:,1692,3,2018-12-31,2010-01-01,,3,food-sweet,Food & Drink,2010,False,"u'\U0001F368',"
\U0001f369,:doughnut:,1693,4,2015-09-25,2017-05-17,,4,food-sweet,Food & Drink,2010,False,"u'\U0001F369',"
\U0001f6a1,:aerial_tramway:,1843,2,2016-06-25,2016-06-25,,8,transport-air,Travel & Places,2010,False,"u'\U0001F6A1',"
\U0001f4e1,:satellite_antenna:,2045,1,2018-12-31,2010-01-01,,1,light & video,Objects,2010,False,"u'\U0001F4E1',"
\U0001f6af,:no_littering:,2171,2,2016-09-28,2016-09-28,,2,warning,Symbols,2010,False,"u'\U0001F6AF',"
\U0001f49e,:revolving_hearts:,1459,7,2018-12-31,2010-01-01,,7,emotion,Smileys & People,2010,False,"u'\U0001F49E',"
\U0001f236,:Japanese_not_free_of_charge_button:,2321,1,2018-12-31,2010-01-01,,1,alphanum,Symbols,2010,False,"u'\U0001F236',"
\U0001f3be,:tennis:,1961,2,2018-12-31,2010-01-01,,2,sport,Activities,2010,False,"u'\U0001F3BE',"
\u26f7,:skier:,967,2,2018-12-31,2010-01-01,,2,person-sport,Smileys & People,2009,False,"u'\U000026F7',"
\U0001f52a,:kitchen_knife:,1721,7,2016-05-02,2016-07-09,,8,dishware,Food & Drink,2010,False,"u'\U0001F52A',"
\U0001f619,:kissing_face_with_smiling_eyes:,16,3,2018-12-31,2010-01-01,,3,face-positive,Smileys & People,2012,False,"u'\U0001F619',"
\U0001f463,:footprints:,1437,4,2016-06-21,2016-06-21,,4,body,Smileys & People,2010,False,"u'\U0001F463',"
\u2733,:eight-spoked_asterisk:,2269,1,2018-12-31,2010-01-01,,1,other-symbol,Symbols,1995,False,"u'\U00002733',"
\U0001f4f3,:vibration_mode:,2246,1,2018-12-31,2010-01-01,,1,av-symbol,Symbols,2010,False,"u'\U0001F4F3',"
\U0001f478,:princess:,440,5,2016-05-11,2016-05-11,,5,person-role,Smileys & People,2010,False,"u'\U0001F478 \U0001F3FC',"
\U0001f595,:middle_finger:,1273,13,2016-05-11,2016-08-17,,13,body,Smileys & People,2014,False,"u'\U0001F595 \U0001F3FF',"
\U0001f6b9,:men’s_room:,2156,1,2018-12-31,2010-01-01,,1,transport-sign,Symbols,2010,False,"u'\U0001F6B9',"
\U0001f45e,:man’s_shoe:,1493,3,2018-12-31,2010-01-01,,4,clothing,Smileys & People,2010,False,"u'\U0001F45E',"
\U0001f522,:input_numbers:,2298,2,2018-12-31,2010-01-01,,3,alphanum,Symbols,2010,False,"u'\U0001F522',"
\U0001f45d,:clutch_bag:,1490,3,2018-12-31,2010-01-01,,3,clothing,Smileys & People,2010,False,"u'\U0001F45D',"
\U0001f981,:lion_face:,1518,4,2015-11-03,2016-06-09,,4,animal-mammal,Animals & Nature,2015,False,"u'\U0001F981',"
\U0001f631,:face_screaming_in_fear:,64,29,2015-11-06,2017-08-18,,29,face-negative,Smileys & People,2010,False,"u'\U0001F631',"
\U0001f4b0,:money_bag:,2067,7,2016-06-30,2017-06-03,,17,money,Objects,2010,False,"u'\U0001F4B0',"
\U0001f3fb,:light_skin_tone:,1239,84,2015-07-22,2017-12-06,,97,body,Smileys & People,,False,"u'\U0001F4AA \U0001F3FB',"
\U0001f3ea,:convenience_store:,1753,2,2016-09-28,2016-09-28,,2,place-building,Travel & Places,2010,False,"u'\U0001F3EA',"
\U0001f503,:clockwise_vertical_arrows:,2192,3,2018-12-31,2010-01-01,,3,arrow,Symbols,2010,False,"u'\U0001F503',"
\U0001f35f,:french_fries:,1659,3,2018-12-31,2010-01-01,,3,food-prepared,Food & Drink,2010,False,"u'\U0001F35F',"
\U0001f5d1,:wastebasket:,2119,1,2016-11-16,2016-11-16,,1,office,Objects,2014,False,"u'\U0001F5D1',"
\U0001f34c,:banana:,1626,6,2016-06-25,2016-06-25,,9,food-fruit,Food & Drink,2010,False,"u'\U0001F34C',"
\U0001f44b,:waving_hand:,1375,141,2015-07-10,2017-11-17,,149,body,Smileys & People,2010,False,"u'\U0001F44B \U0001F3FF',"
\U0001f4fb,:radio:,2007,1,2018-12-31,2010-01-01,,1,music,Objects,2010,False,"u'\U0001F4FB',"
\U0001f51d,:TOP_arrow:,2198,2,2018-12-31,2010-01-01,,2,arrow,Symbols,2010,False,"u'\U0001F51D',"
\U0001f461,:woman’s_sandal:,1496,3,2018-12-31,2010-01-01,,3,clothing,Smileys & People,2010,False,"u'\U0001F461',"
\U0001f4ec,:open_mailbox_with_raised_flag:,2086,1,2018-12-31,2010-01-01,,1,mail,Objects,2010,False,"u'\U0001F4EC',"
\U0001f238,:Japanese_application_button:,2328,1,2018-12-31,2010-01-01,,1,alphanum,Symbols,2010,False,"u'\U0001F238',"
\U0001f41b,:bug:,1591,4,2016-06-24,2016-06-24,,5,animal-bug,Animals & Nature,2010,False,"u'\U0001F41B',"
\U0001f194,:ID_button:,2308,1,2018-12-31,2010-01-01,,1,alphanum,Symbols,2010,False,"u'\U0001F194',"
\U0001f60e,:smiling_face_with_sunglasses:,12,91,2015-06-25,2017-09-22,,102,face-positive,Smileys & People,2010,False,"u'\U0001F60E',"
\U0001f423,:hatching_chick:,1559,4,2017-05-17,2017-05-17,,4,animal-bird,Animals & Nature,2010,False,"u'\U0001F423',"
\U0001f3a7,:headphone:,2006,6,2018-12-31,2010-01-01,,7,music,Objects,2010,False,"u'\U0001F3A7',"
\U0001f596,:vulcan_salute:,1294,15,2015-10-30,2017-07-03,,15,body,Smileys & People,2014,False,"u'\U0001F596 \U0001F3FC',"
\u267f,:wheelchair_symbol:,2155,6,2018-12-31,2010-01-01,,6,transport-sign,Symbols,2005,False,"u'\U0000267F',"
\U0001f48c,:love_letter:,1462,5,2016-06-14,2016-06-14,,5,emotion,Smileys & People,2010,False,"u'\U0001F48C',"
\u2663,:club_suit:,1986,4,2016-04-20,2016-07-14,,19,game,Activities,1995,False,"u'\U00002663',"
\U0001f536,:large_orange_diamond:,2343,4,2016-07-15,2016-07-15,,12,geometric,Symbols,2010,False,"u'\U0001F536',"
\U0001f955,:carrot:,1640,1,2018-12-31,2010-01-01,,1,food-vegetable,Food & Drink,2016,False,"u'\U0001F955',"
\U0001f38a,:confetti_ball:,1937,5,2016-09-11,2016-09-11,,5,event,Activities,2010,False,"u'\U0001F38A',"
\U0001f373,:cooking:,235,1,2017-05-28,2017-05-28,,1,person-role,Smileys & People,2010,False,"u'\U0001F469 \U0001F3FB \U0000200D \U0001F373',"
\U0001f33c,:blossom:,1607,3,2018-12-31,2010-01-01,,3,plant-flower,Animals & Nature,2010,False,"u'\U0001F33C',"
\u263a,:smiling_face:,18,176,2015-01-08,2017-12-01,,188,face-positive,Smileys & People,1995,False,"u'\U0000263A',"
\u25ab,:white_small_square:,2336,8,2016-01-08,2016-07-15,,43,geometric,Symbols,1995,False,"u'\U000025AB',"
\U0001f50b,:battery:,2020,3,2018-12-31,2010-01-01,,3,computer,Objects,2010,False,"u'\U0001F50B',"
\U0001f3dd,:desert_island:,1736,4,2017-03-19,2017-03-19,,4,place-geographic,Travel & Places,2014,False,"u'\U0001F3DD',"
\U0001f49a,:green_heart:,1453,7,2018-12-31,2010-01-01,,7,emotion,Smileys & People,2010,False,"u'\U0001F49A',"
\U0001f367,:shaved_ice:,1691,3,2017-05-25,2017-05-25,,3,food-sweet,Food & Drink,2010,False,"u'\U0001F367',"
\U0001f6c0,:person_taking_bath:,942,1,2018-12-31,2010-01-01,,1,person-activity,Smileys & People,2010,False,"u'\U0001F6C0 \U0001F3FD',"
\U0001f389,:party_popper:,1936,24,2015-10-15,2017-10-03,,31,event,Activities,2010,False,"u'\U0001F389',"
\U0001f457,:dress:,1484,3,2018-12-31,2010-01-01,,3,clothing,Smileys & People,2010,False,"u'\U0001F457',"
\U0001f533,:white_square_button:,2352,4,2017-08-18,2017-08-18,,8,geometric,Symbols,2010,False,"u'\U0001F533',"
\U0001f40a,:crocodile:,1569,4,2015-12-17,2015-12-30,,4,animal-reptile,Animals & Nature,2010,False,"u'\U0001F40A',"
\U0001f4e7,:e-mail:,2078,1,2018-12-31,2010-01-01,,1,mail,Objects,2010,False,"u'\U0001F4E7',"
\U0001f450,:open_hands:,1394,4,2018-12-31,2010-01-01,,4,body,Smileys & People,2010,False,"u'\U0001F450',"
\U0001f4c7,:card_index:,2105,1,2018-12-31,2010-01-01,,1,office,Objects,2010,False,"u'\U0001F4C7',"
\u2753,:question_mark:,2274,4,2017-08-18,2017-08-18,,4,other-symbol,Symbols,2010,False,"u'\U00002753',"
\U0001f4ea,:closed_mailbox_with_lowered_flag:,2085,1,2018-12-31,2010-01-01,,1,mail,Objects,2010,False,"u'\U0001F4EA',"
\U0001f347,:grapes:,1621,12,2016-06-26,2016-07-01,,18,food-fruit,Food & Drink,2010,False,"u'\U0001F347',"
\U0001f557,:eight_o’clock:,1877,3,2018-12-31,2010-01-01,,3,time,Travel & Places,2010,False,"u'\U0001F557',"
\U0001f36f,:honey_pot:,1702,4,2017-06-03,2017-08-04,,4,food-sweet,Food & Drink,2010,False,"u'\U0001F36F',"
\U0001f625,:disappointed_but_relieved_face:,30,22,2015-12-09,2017-08-18,,22,face-neutral,Smileys & People,2010,False,"u'\U0001F625',"
\U0001f42f,:tiger_face:,1519,10,2015-12-29,2016-06-21,,10,animal-mammal,Animals & Nature,2010,False,"u'\U0001F42F',"
\U0001f50d,:left-pointing_magnifying_glass:,2041,2,2016-06-27,2016-06-27,,7,light & video,Objects,2010,False,"u'\U0001F50D',"
\U0001f426,:bird:,1562,1,2018-12-31,2010-01-01,,1,animal-bird,Animals & Nature,2010,False,"u'\U0001F426',"
\U0001f552,:three_o’clock:,1867,3,2018-12-31,2010-01-01,,3,time,Travel & Places,2010,False,"u'\U0001F552',"
\U0001f52d,:telescope:,2044,1,2018-12-31,2010-01-01,,1,light & video,Objects,2010,False,"u'\U0001F52D',"
\U0001f198,:SOS_button:,2315,1,2018-12-31,2010-01-01,,1,alphanum,Symbols,2010,False,"u'\U0001F198',"
\U0001f35a,:cooked_rice:,1677,2,2018-12-31,2010-01-01,,2,food-asian,Food & Drink,2010,False,"u'\U0001F35A',"
\U0001f630,:face_with_open_mouth_&_cold_sweat:,63,12,2015-01-08,2017-03-17,,12,face-negative,Smileys & People,2010,False,"u'\U0001F630',"
\u2622,:radioactive:,2176,2,2016-05-05,2016-05-05,,3,warning,Symbols,1995,False,"u'\U00002622',"
\U0001f420,:tropical_fish:,1581,4,2018-12-31,2010-01-01,,4,animal-marine,Animals & Nature,2010,False,"u'\U0001F420',"
\U0001f382,:birthday_cake:,1695,4,2015-12-25,2016-04-26,,9,food-sweet,Food & Drink,2010,False,"u'\U0001F382',"
\U0001f479,:ogre:,87,10,2016-03-29,2017-04-21,,10,face-fantasy,Smileys & People,2010,False,"u'\U0001F479',"
\U0001f6b1,:non-potable_water:,2172,1,2018-12-31,2010-01-01,,1,warning,Symbols,2010,False,"u'\U0001F6B1',"
\u23f3,:hourglass_with_flowing_sand:,1855,1,2018-12-31,2010-01-01,,1,time,Travel & Places,2010,False,"u'\U000023F3',"
\U0001f4ac,:speech_balloon:,1470,4,2018-12-31,2010-01-01,,9,emotion,Smileys & People,2010,False,"u'\U0001F4AC',"
\U0001f649,:hear-no-evil_monkey:,106,6,2015-11-21,2017-07-22,,6,monkey-face,Smileys & People,2010,False,"u'\U0001F649',"
\U0001f415,:dog:,1512,8,2017-05-21,2017-10-28,,14,animal-mammal,Animals & Nature,2010,False,"u'\U0001F415',"
\U0001f23a,:Japanese_open_for_business_button:,2333,2,2018-12-31,2010-01-01,,2,alphanum,Symbols,2010,False,"u'\U0001F23A',"
\U0001f3b3,:bowling:,1963,4,2018-12-31,2010-01-01,,6,sport,Activities,2010,False,"u'\U0001F3B3',"
\U0001f517,:link:,2141,2,2016-07-07,2016-07-07,,2,tool,Objects,2010,False,"u'\U0001F517',"
\U0001f634,:sleeping_face:,36,23,2015-06-30,2017-12-07,,65,face-neutral,Smileys & People,2012,False,"u'\U0001F634',"
\U0001f492,:wedding:,1759,2,2018-12-31,2010-01-01,,2,place-building,Travel & Places,2010,False,"u'\U0001F492',"
\U0001f922,:nauseated_face:,74,3,2017-03-05,2017-07-01,,3,face-sick,Smileys & People,2016,False,"u'\U0001F922',"
\u274e,:cross_mark_button:,2262,1,2018-12-31,2010-01-01,,1,other-symbol,Symbols,2010,False,"u'\U0000274E',"
\U0001f644,:face_with_rolling_eyes:,27,22,2016-04-15,2017-11-28,,27,face-neutral,Smileys & People,2015,False,"u'\U0001F644',"
\U0001f495,:two_hearts:,1449,42,2016-04-26,2017-05-14,,91,emotion,Smileys & People,2010,False,"u'\U0001F495',"
\U0001f4af,:hundred_points:,2295,17,2016-03-24,2017-11-04,,29,alphanum,Symbols,2010,False,"u'\U0001F4AF',"
\U0001f6be,:water_closet:,2160,2,2017-04-13,2017-04-13,,2,transport-sign,Symbols,2010,False,"u'\U0001F6BE',"
\U0001f5a5,:desktop_computer:,2023,2,2018-12-31,2010-01-01,,2,computer,Objects,2014,False,"u'\U0001F5A5',"
\U0001f513,:unlocked:,2121,1,2018-12-31,2010-01-01,,1,lock,Objects,2010,False,"u'\U0001F513',"
\U0001f336,:hot_pepper:,1642,3,2016-06-24,2016-07-05,,3,food-vegetable,Food & Drink,2014,False,"u'\U0001F336',"
\U0001f3ce,:racing_car:,1118,1,2018-12-31,2010-01-01,,1,person-sport,Smileys & People,2014,False,"u'\U0001F3CE',"
\U0001f38d,:pine_decoration:,1939,1,2018-12-31,2010-01-01,,1,event,Activities,2010,False,"u'\U0001F38D',"
\U0001f64f,:folded_hands:,1417,39,2015-12-31,2017-10-08,,42,body,Smileys & People,2010,False,"u'\U0001F64F \U0001F3FF',"
\u264a,:Gemini:,2213,1,2018-12-31,2010-01-01,,1,zodiac,Symbols,1995,False,"u'\U0000264A',"
\U0001f4ca,:bar_chart:,2108,1,2018-12-31,2010-01-01,,1,office,Objects,2010,False,"u'\U0001F4CA',"
\U0001f339,:rose:,1603,3,2018-12-31,2010-01-01,,3,plant-flower,Animals & Nature,2010,False,"u'\U0001F339',"
\U0001f196,:NG_button:,2311,2,2016-05-13,2016-05-13,,2,alphanum,Symbols,2010,False,"u'\U0001F196',"
\U0001f51c,:SOON_arrow:,2197,3,2017-05-21,2017-05-25,,3,arrow,Symbols,2010,False,"u'\U0001F51C',"
\U0001f3cf,:cricket:,1964,1,2018-12-31,2010-01-01,,1,sport,Activities,2015,False,"u'\U0001F3CF',"
\u2196,:up-left_arrow:,2185,3,2018-12-31,2010-01-01,,3,arrow,Symbols,1995,False,"u'\U00002196',"
\u26b0,:coffin:,2146,2,2016-09-20,2017-06-13,,2,other-object,Objects,2005,False,"u'\U000026B0',"
\U0001f403,:water_buffalo:,1529,2,2018-12-31,2010-01-01,,4,animal-mammal,Animals & Nature,2010,False,"u'\U0001F403',"
\U0001f46c,:two_men_holding_hands:,1196,3,2018-12-31,2010-01-01,,3,family,Smileys & People,2010,False,"u'\U0001F46C',"
\u2650,:Sagittarius:,2219,1,2018-12-31,2010-01-01,,1,zodiac,Symbols,1995,False,"u'\U00002650',"
\u26ea,:church:,1762,1,2018-12-31,2010-01-01,,1,place-religious,Travel & Places,2009,False,"u'\U000026EA',"
\U0001f643,:upside-down_face:,46,41,2016-02-21,2017-06-21,,52,face-neutral,Smileys & People,2015,False,"u'\U0001F643',"
\U0001f5e1,:dagger:,2130,5,2015-12-03,2016-09-28,,15,tool,Objects,2014,False,"u'\U0001F5E1',"
\u270d,:writing_hand:,1385,4,2016-06-27,2017-05-29,,4,body,Smileys & People,1995,False,"u'\U0000270D \U0001F3FD',"
\u262f,:yin_yang:,2204,1855,2015-09-14,2016-07-12,,1863,religion,Symbols,1995,False,"u'\U0000262F',"
\U0001f3a5,:movie_camera:,2032,2,2016-06-20,2016-06-20,,6,light & video,Objects,2010,False,"u'\U0001F3A5',"
\U0001f33a,:hibiscus:,1605,3,2017-05-14,2017-05-14,,3,plant-flower,Animals & Nature,2010,False,"u'\U0001F33A',"
\U0001f919,:call_me_hand:,1304,3,2017-09-24,2017-09-24,,3,body,Smileys & People,2016,False,"u'\U0001F919',"
\u2602,:umbrella:,1919,2,2015-11-11,2017-06-08,,3,sky & weather,Travel & Places,1995,False,"u'\U00002602',"
\U0001f3e9,:love_hotel:,1752,4,2016-07-07,2016-07-07,,7,place-building,Travel & Places,2010,False,"u'\U0001F3E9',"
\u26ce,:Ophiuchus:,2223,1,2018-12-31,2010-01-01,,1,zodiac,Symbols,2010,False,"u'\U000026CE',"
\U0001f489,:syringe:,2143,8,2016-06-16,2016-06-16,,8,medical,Objects,2010,False,"u'\U0001F489',"
\U0001f5fc,:Tokyo_tower:,1760,3,2016-03-31,2016-03-31,,5,place-building,Travel & Places,2010,False,"u'\U0001F5FC',"
\U0001f482,:guard:,398,4,2018-12-31,2010-01-01,,4,person-role,Smileys & People,2010,False,"u'\U0001F482 \U0001F3FC',"
\U0001f4cc,:pushpin:,2110,1,2018-12-31,2010-01-01,,1,office,Objects,2010,False,"u'\U0001F4CC',"
\U0001f3fc,:medium-light_skin_tone:,1276,69,2015-08-15,2017-11-09,,72,body,Smileys & People,,False,"u'\U0001F447 \U0001F3FC',"
\U0001f364,:fried_shrimp:,1684,3,2016-07-05,2016-07-05,,3,food-asian,Food & Drink,2010,False,"u'\U0001F364',"
\U0001f4ff,:prayer_beads:,1504,2,2016-07-24,2016-07-24,,2,clothing,Smileys & People,2015,False,"u'\U0001F4FF',"
\U0001f6c5,:left_luggage:,2164,1,2018-12-31,2010-01-01,,1,transport-sign,Symbols,2010,False,"u'\U0001F6C5',"
\U0001f681,:helicopter:,1840,3,2016-07-14,2016-07-14,,3,transport-air,Travel & Places,2010,False,"u'\U0001F681',"
\U0001f3da,:derelict_house:,1743,1,2016-06-24,2016-06-24,,1,place-building,Travel & Places,2014,False,"u'\U0001F3DA',"
\u2620,:skull_and_crossbones:,90,4,2016-06-30,2017-01-07,,4,face-fantasy,Smileys & People,1995,False,"u'\U00002620',"
\U0001f520,:input_latin_uppercase:,2296,1,2018-12-31,2010-01-01,,1,alphanum,Symbols,2010,False,"u'\U0001F520',"
\U0001f48a,:pill:,2144,3,2018-12-31,2010-01-01,,3,medical,Objects,2010,False,"u'\U0001F48A',"
\U0001f4e8,:incoming_envelope:,2079,1,2018-12-31,2010-01-01,,1,mail,Objects,2010,False,"u'\U0001F4E8',"
\U0001f614,:pensive_face:,44,32,2015-06-21,2017-10-11,,34,face-neutral,Smileys & People,2010,False,"u'\U0001F614',"
\U0001f635,:dizzy_face:,67,17,2016-03-24,2017-08-24,,17,face-negative,Smileys & People,2010,False,"u'\U0001F635',"
\U0001f392,:school_backpack:,1492,3,2018-12-31,2010-01-01,,3,clothing,Smileys & People,2010,False,"u'\U0001F392',"
\U0001f4e0,:fax_machine:,2019,1,2018-12-31,2010-01-01,,1,phone,Objects,2010,False,"u'\U0001F4E0',"
\U0001f4ee,:postbox:,2088,1,2018-12-31,2010-01-01,,1,mail,Objects,2010,False,"u'\U0001F4EE',"
\u2747,:sparkle:,2271,1,2018-12-31,2010-01-01,,1,other-symbol,Symbols,1995,False,"u'\U00002747',"
\U0001f38f,:carp_streamer:,1941,2,2018-12-31,2010-01-01,,2,event,Activities,2010,False,"u'\U0001F38F',"
\u25fb,:white_medium_square:,2337,6,2016-07-15,2016-07-15,,30,geometric,Symbols,2002,False,"u'\U000025FB',"
\U0001f4d1,:bookmark_tabs:,2064,2,2016-07-15,2016-07-15,,2,book-paper,Objects,2010,False,"u'\U0001F4D1',"
\U0001f33b,:sunflower:,1606,4,2016-06-17,2017-05-14,,4,plant-flower,Animals & Nature,2010,False,"u'\U0001F33B',"
\U0001f61e,:disappointed_face:,52,21,2015-12-13,2017-12-08,,24,face-negative,Smileys & People,2010,False,"u'\U0001F61E',"
\U0001f43a,:wolf_face:,1514,2,2018-12-31,2010-01-01,,2,animal-mammal,Animals & Nature,2010,False,"u'\U0001F43A',"
\U0001f6b5,:person_mountain_biking:,1106,4,2018-12-31,2010-01-01,,4,person-sport,Smileys & People,2010,False,"u'\U0001F6B5 \U0000200D \U00002642 \U0000FE0F',"
\U0001f4d6,:open_book:,2052,5,2017-06-30,2017-06-30,,10,book-paper,Objects,2010,False,"u'\U0001F4D6',"
\u2197,:up-right_arrow:,2179,5,2016-04-21,2016-04-21,,10,arrow,Symbols,1995,False,"u'\U00002197',"
\U0001f425,:front-facing_baby_chick:,1561,3,2018-12-31,2010-01-01,,3,animal-bird,Animals & Nature,2010,False,"u'\U0001F425',"
\U0001f354,:hamburger:,1658,7,2016-02-05,2017-05-27,,11,food-prepared,Food & Drink,2010,False,"u'\U0001F354',"
\U0001f449,:backhand_index_pointing_right:,1255,14,2018-12-31,2010-01-01,,19,body,Smileys & People,2010,False,"u'\U0001F449 \U0001F3FF',"
\U0001f500,:shuffle_tracks_button:,2224,1,2018-12-31,2010-01-01,,1,av-symbol,Symbols,2010,False,"u'\U0001F500',"
\U0001f5e3,:speaking_head:,957,3,2016-06-03,2016-06-03,,3,person-activity,Smileys & People,2014,False,"u'\U0001F5E3',"
\U0001f4f0,:newspaper:,2062,1,2018-12-31,2010-01-01,,1,book-paper,Objects,2010,False,"u'\U0001F4F0',"
\U0001f3bf,:skis:,1977,2,2018-12-31,2010-01-01,,2,sport,Activities,2010,False,"u'\U0001F3BF',"
\U0001f44a,:oncoming_fist:,1347,14,2016-03-23,2017-08-13,,17,body,Smileys & People,2010,False,"u'\U0001F44A \U0001F3FB',"
\U0001f435,:monkey_face:,1508,3,2018-12-31,2010-01-01,,3,animal-mammal,Animals & Nature,2010,False,"u'\U0001F435',"
\U0001f3ff,:dark_skin_tone:,623,11,2015-12-24,2017-04-15,,12,person-fantasy,Smileys & People,,False,"u'\U0001F9DD \U0001F3FF \U0000200D \U00002640 \U0000FE0F',"
\U0001f402,:ox:,1528,1,2018-12-31,2010-01-01,,1,animal-mammal,Animals & Nature,2010,False,"u'\U0001F402',"
\U0001f577,:spider:,1596,1,2017-02-16,2017-02-16,,1,animal-bug,Animals & Nature,2014,False,"u'\U0001F577',"
\U0001f51a,:END_arrow:,2195,2,2016-06-24,2016-06-24,,2,arrow,Symbols,2010,False,"u'\U0001F51A',"
\u2721,:star_of_David:,2202,1,2016-06-24,2016-06-24,,1,religion,Symbols,1995,False,"u'\U00002721',"
\U0001f202,:Japanese_service_charge_button:,2319,2,2018-12-31,2010-01-01,,2,alphanum,Symbols,2010,False,"u'\U0001F202',"
\U0001f54d,:synagogue:,1764,1,2016-06-24,2016-06-24,,1,place-religious,Travel & Places,2015,False,"u'\U0001F54D',"
\U0001f921,:clown_face:,79,3,2017-01-17,2017-05-13,,3,face-role,Smileys & People,2016,False,"u'\U0001F921',"
